snapshot_date,ndc,drug_name,on_hand_units,dispensed_past_week,reorder_qty,expired_units,stockout_flag,expiry_date,inventory_value_usd
2024-01-01,57237-0711-01,Clindamycin 300mg,2954,574,0,0,False,2024-12-31,4460.54
2024-01-01,57237-0721-01,Nitrofurantoin 100mg,700,182,0,0,False,2025-07-02,399.0
2024-01-01,57237-0731-01,Ciprofloxacin 500mg,1452,312,0,0,False,2025-07-02,5749.92
2024-01-01,57237-0741-01,Metronidazole 500mg,2338,308,0,0,False,2024-12-31,2665.32
2024-01-01,57237-0751-01,Valacyclovir 500mg,885,668,671,0,False,2024-12-31,3504.6
2024-01-01,57237-0761-01,Acyclovir 400mg,3414,366,0,0,False,2025-07-02,1570.44
2024-01-01,57237-0771-01,Fluconazole 150mg,71,13,0,0,False,2025-12-31,261.99
2024-01-01,57237-0781-01,Nystatin Oral Susp,62,22,0,0,False,2024-12-31,214.52
2024-01-01,57237-0791-01,Latanoprost 0.005%,99,27,0,0,False,2025-12-31,297.0
2024-01-01,57237-0801-01,Timolol 0.5% Eye,74,10,0,0,False,2025-12-31,59.94
2024-01-01,57237-0811-01,Metoclopramide 10mg,3150,630,0,0,False,2025-07-02,12411.0
2024-01-01,57237-0821-01,Dicyclomine 20mg,9000,1080,0,0,False,2025-12-31,39060.0
2024-01-01,57237-0831-01,Famotidine 40mg,3510,2790,0,0,False,2025-12-31,12004.2
2024-01-01,57237-0841-01,Lactulose Solution,75,9,0,0,False,2025-07-02,72.75
2024-01-01,57237-0851-01,Polyethylene Glycol 3350,129,39,0,0,False,2025-12-31,237.36
2024-01-01,57237-0861-01,Testosterone Cypionate,69,15,0,0,False,2025-07-02,203.55
2024-01-01,57237-0871-01,Progesterone 200mg,3120,660,0,0,False,2025-07-02,12667.2
2024-01-01,57237-0881-01,Estradiol 1mg,3060,1980,0,0,False,2024-12-31,1866.6
2024-01-01,57237-0891-01,Norethindrone/EE,4872,1008,0,0,False,2024-12-31,1753.92
2024-01-08,57237-0001-01,Metformin 500mg,34309,6960,25879,0,False,2025-01-07,99839.19
2024-01-08,57237-0002-01,Metformin 1000mg,36180,4770,0,0,False,2024-12-31,121564.8
2024-01-08,57237-0011-01,Lisinopril 10mg,44100,6150,0,0,False,2025-12-31,47187.0
2024-01-08,57237-0012-01,Lisinopril 20mg,19316,3450,14036,0,False,2026-01-07,10237.48
2024-01-08,57237-0021-01,Atorvastatin 20mg,22693,6240,16543,0,False,2025-01-07,91225.86
2024-01-08,57237-0022-01,Atorvastatin 40mg,18364,4260,13924,0,False,2025-01-07,49399.16
2024-01-08,57237-0031-01,Amlodipine 5mg,37530,6060,0,0,False,2024-12-31,7881.3
2024-01-08,57237-0032-01,Amlodipine 10mg,23730,3420,0,0,False,2025-12-31,26340.3
2024-01-08,57237-0041-01,Omeprazole 20mg,47340,6150,0,0,False,2024-12-31,9468.0
2024-01-08,57237-0042-01,Omeprazole 40mg,10191,4110,7611,0,False,2026-01-07,33018.84
2024-01-08,57237-0051-01,Losartan 50mg,30971,4650,25961,0,False,2025-01-07,77117.79
2024-01-08,57237-0052-01,Losartan 100mg,13499,2310,9599,0,False,2025-07-09,27942.93
2024-01-08,57237-0061-01,Gabapentin 300mg,26460,5220,0,0,False,2024-12-31,96843.6
2024-01-08,57237-0062-01,Gabapentin 600mg,17100,4050,0,0,False,2024-12-31,58653.0
2024-01-08,57237-0071-01,Levothyroxine 50mcg,18435,4620,14055,0,False,2025-07-09,58438.95
2024-01-08,57237-0072-01,Levothyroxine 100mcg,11468,3120,7658,0,False,2025-01-07,15023.08
2024-01-08,57237-0081-01,Metoprolol 25mg,19346,4170,14306,0,False,2025-07-09,83381.26
2024-01-08,57237-0082-01,Metoprolol 50mg,11098,4350,7648,0,False,2025-07-09,5881.94
2024-01-08,57237-0091-01,Sertraline 50mg,29160,3690,0,0,False,2025-07-02,14871.6
2024-01-08,57237-0092-01,Sertraline 100mg,20970,2430,0,0,False,2024-12-31,57667.5
2024-01-08,57237-0101-01,Escitalopram 10mg,26970,3720,0,0,False,2025-12-31,89270.7
2024-01-08,57237-0111-01,Bupropion SR 150mg,13918,2970,9778,0,False,2025-07-09,8768.34
2024-01-08,57237-0121-01,Hydrochlorothiazide 25mg,16452,4470,12432,0,False,2025-07-09,7074.36
2024-01-08,57237-0131-01,Furosemide 40mg,24390,2130,0,0,False,2025-12-31,91462.5
2024-01-08,57237-0141-01,Carvedilol 6.25mg,20310,2160,0,0,False,2025-07-02,81036.9
2024-01-08,57237-0151-01,Pantoprazole 40mg,15045,4320,11325,0,False,2026-01-07,39568.35
2024-01-08,57237-0161-01,Montelukast 10mg,6030,3300,0,0,False,2025-12-31,2351.7
2024-01-08,57237-0171-01,Glipizide 5mg,21450,2070,0,0,False,2025-07-02,23380.5
2024-01-08,57237-0181-01,Tamsulosin 0.4mg,16800,2520,0,0,False,2024-12-31,74424.0
2024-01-08,57237-0191-01,Alendronate 70mg,1496,244,0,0,False,2025-07-02,5849.36
2024-01-08,57237-0201-01,Amoxicillin 500mg,8343,882,6846,0,False,2026-01-07,10929.33
2024-01-08,57237-0202-01,Amoxicillin 875mg,2490,442,1870,0,False,2025-01-07,9387.3
2024-01-08,57237-0211-01,Azithromycin 250mg,822,162,504,0,False,2025-01-07,1413.84
2024-01-08,57237-0221-01,Albuterol Inhaler,408,108,296,0,False,2026-01-07,1240.32
2024-01-08,57237-0231-01,Oseltamivir 75mg,1335,210,935,0,False,2026-01-07,5633.7
2024-01-08,57237-0241-01,Cetirizine 10mg,17509,3300,12439,0,False,2026-01-07,7003.6
2024-01-08,57237-0242-01,Loratadine 10mg,25830,2070,0,0,False,2025-12-31,21697.2
2024-01-08,57237-0243-01,Fexofenadine 180mg,18810,1680,0,0,False,2025-07-02,21819.6
2024-01-08,57237-0251-01,Fluticasone Nasal 50mcg,167,27,0,0,False,2025-12-31,293.92
2024-01-08,57237-0261-01,Prednisone 20mg,588,251,0,0,False,2024-12-31,1834.56
2024-01-08,57237-0271-01,Doxycycline 100mg,924,371,0,0,False,2024-12-31,2873.64
2024-01-08,57237-0281-01,Cephalexin 500mg,2588,626,2294,0,False,2025-01-07,2820.92
2024-01-08,57237-0291-01,Trimethoprim/Sulfa DS,1322,224,0,0,False,2025-07-02,4812.08
2024-01-08,57237-0301-01,Promethazine 25mg,1676,372,0,0,False,2024-12-31,2111.76
2024-01-08,57237-0311-01,Ondansetron 4mg,2393,486,1709,0,False,2026-01-07,9859.16
2024-01-08,57237-0401-01,Ibuprofen 600mg,15750,2310,0,0,False,2025-07-02,62212.5
2024-01-08,57237-0402-01,Ibuprofen 800mg,7858,2520,5428,0,False,2025-07-09,8015.16
2024-01-08,57237-0411-01,Cyclobenzaprine 10mg,4530,930,0,0,False,2025-12-31,8289.9
2024-01-08,57237-0421-01,Tramadol 50mg,8665,1260,5635,0,False,2025-07-09,18283.15
2024-01-08,57237-0431-01,Oxycodone/APAP 5/325mg,2630,670,0,0,False,2025-12-31,1841.0
2024-01-08,57237-0441-01,Methylprednisolone 4mg,2310,630,0,0,False,2025-07-02,5913.6
2024-01-08,57237-0451-01,Clonazepam 0.5mg,7517,1200,5147,0,False,2025-07-09,25407.46
2024-01-08,57237-0461-01,Alprazolam 0.5mg,1920,1050,0,0,False,2025-07-02,7776.0
2024-01-08,57237-0471-01,Zolpidem 10mg,3150,1110,0,0,False,2024-12-31,5292.0
2024-01-08,57237-0481-01,Hydroxyzine 25mg,9240,1620,0,0,False,2024-12-31,21529.2
2024-01-08,57237-0491-01,Linaclotide 145mcg,4867,1590,3547,0,False,2025-01-07,16645.14
2024-01-08,57237-0501-01,Insulin Glargine U-100,349,80,0,0,False,2024-12-31,265.24
2024-01-08,57237-0511-01,Insulin Aspart U-100,66,34,0,0,False,2025-07-02,236.28
2024-01-08,57237-0521-01,Methotrexate 2.5mg,496,100,352,0,False,2025-07-09,1349.12
2024-01-08,57237-0531-01,Allopurinol 300mg,13950,2760,0,0,False,2025-07-02,24691.5
2024-01-08,57237-0541-01,Colchicine 0.6mg,7350,1380,0,0,False,2025-12-31,17787.0
2024-01-08,57237-0551-01,Finasteride 5mg,12150,1530,0,0,False,2024-12-31,47142.0
2024-01-08,57237-0561-01,Sildenafil 50mg,3258,222,0,0,False,2024-12-31,10067.22
2024-01-08,57237-0571-01,Topiramate 25mg,5783,660,4043,0,False,2026-01-07,17869.47
2024-01-08,57237-0581-01,Quetiapine 25mg,12989,1740,10949,0,False,2026-01-07,44162.6
2024-01-08,57237-0591-01,Aripiprazole 10mg,2610,660,0,0,False,2025-07-02,4123.8
2024-01-08,57237-0601-01,Duloxetine 30mg,8185,1950,6055,0,False,2025-07-09,16370.0
2024-01-08,57237-0611-01,Venlafaxine ER 75mg,14580,2160,0,0,False,2025-12-31,1312.2
2024-01-08,57237-0621-01,Memantine 10mg,2340,810,0,0,False,2025-07-02,9243.0
2024-01-08,57237-0631-01,Donepezil 10mg,3600,720,0,0,False,2024-12-31,15768.0
2024-01-08,57237-0641-01,Rosuvastatin 20mg,23460,3330,0,0,False,2024-12-31,54427.2
2024-01-08,57237-0651-01,Ezetimibe 10mg,14850,2070,0,0,False,2025-07-02,58360.5
2024-01-08,57237-0661-01,Clopidogrel 75mg,18259,1950,15829,0,False,2026-01-07,69384.2
2024-01-08,57237-0671-01,Warfarin 5mg,14700,2310,0,0,False,2024-12-31,40719.0
2024-01-08,57237-0681-01,Rivaroxaban 20mg,12360,1620,0,0,False,2024-12-31,21382.8
2024-01-08,57237-0691-01,Apixaban 5mg,5820,2160,0,0,False,2025-12-31,14317.2
2024-01-08,57237-0701-01,Spironolactone 25mg,2580,1290,0,0,False,2025-12-31,10681.2
2024-01-08,57237-0711-01,Clindamycin 300mg,2506,448,0,0,False,2024-12-31,3784.06
2024-01-08,57237-0721-01,Nitrofurantoin 100mg,553,147,0,0,False,2025-07-02,315.21
2024-01-08,57237-0731-01,Ciprofloxacin 500mg,1158,294,0,0,False,2025-07-02,4585.68
2024-01-08,57237-0741-01,Metronidazole 500mg,1988,350,0,0,False,2024-12-31,2266.32
2024-01-08,57237-0751-01,Valacyclovir 500mg,559,326,0,0,False,2024-12-31,2213.64
2024-01-08,57237-0761-01,Acyclovir 400mg,2940,474,0,0,False,2025-07-02,1352.4
2024-01-08,57237-0771-01,Fluconazole 150mg,57,14,0,0,False,2025-12-31,210.33
2024-01-08,57237-0781-01,Nystatin Oral Susp,55,7,0,0,False,2024-12-31,190.3
2024-01-08,57237-0791-01,Latanoprost 0.005%,79,20,0,0,False,2025-12-31,237.0
2024-01-08,57237-0801-01,Timolol 0.5% Eye,64,10,0,0,False,2025-12-31,51.84
2024-01-08,57237-0811-01,Metoclopramide 10mg,2610,540,0,0,False,2025-07-02,10283.4
2024-01-08,57237-0821-01,Dicyclomine 20mg,8040,960,0,0,False,2025-12-31,34893.6
2024-01-08,57237-0831-01,Famotidine 40mg,7253,2010,5753,0,False,2026-01-07,24805.26
2024-01-08,57237-0841-01,Lactulose Solution,63,12,0,0,False,2025-07-02,61.11
2024-01-08,57237-0851-01,Polyethylene Glycol 3350,97,32,0,0,False,2025-12-31,178.48
2024-01-08,57237-0861-01,Testosterone Cypionate,53,16,0,0,False,2025-07-02,156.35
2024-01-08,57237-0871-01,Progesterone 200mg,2400,720,0,0,False,2025-07-02,9744.0
2024-01-08,57237-0881-01,Estradiol 1mg,6462,1470,4872,0,False,2025-01-07,3941.82
2024-01-08,57237-0891-01,Norethindrone/EE,4060,812,0,0,False,2024-12-31,1461.6
2024-01-15,57237-0001-01,Metformin 500mg,27109,7200,0,0,False,2025-01-07,78887.19
2024-01-15,57237-0002-01,Metformin 1000mg,31380,4800,0,0,False,2024-12-31,105436.8
2024-01-15,57237-0011-01,Lisinopril 10mg,37320,6780,0,0,False,2025-12-31,39932.4
2024-01-15,57237-0012-01,Lisinopril 20mg,15596,3720,0,0,False,2026-01-07,8265.88
2024-01-15,57237-0021-01,Atorvastatin 20mg,16663,6030,0,0,False,2025-01-07,66985.26
2024-01-15,57237-0022-01,Atorvastatin 40mg,14104,4260,0,0,False,2025-01-07,37939.76
2024-01-15,57237-0031-01,Amlodipine 5mg,31710,5820,0,0,False,2024-12-31,6659.1
2024-01-15,57237-0032-01,Amlodipine 10mg,21030,2700,0,0,False,2025-12-31,23343.3
2024-01-15,57237-0041-01,Omeprazole 20mg,39720,7620,0,0,False,2024-12-31,7944.0
2024-01-15,57237-0042-01,Omeprazole 40mg,6291,3900,0,0,False,2026-01-07,20382.84
2024-01-15,57237-0051-01,Losartan 50mg,25691,5280,0,0,False,2025-01-07,63970.59
2024-01-15,57237-0052-01,Losartan 100mg,11249,2250,0,0,False,2025-07-09,23285.43
2024-01-15,57237-0061-01,Gabapentin 300mg,19530,6930,0,0,False,2024-12-31,71479.8
2024-01-15,57237-0062-01,Gabapentin 600mg,42437,5400,30737,0,False,2025-01-14,145558.91
2024-01-15,57237-0071-01,Levothyroxine 50mcg,12825,5610,0,0,False,2025-07-09,40655.25
2024-01-15,57237-0072-01,Levothyroxine 100mcg,8048,3420,0,0,False,2025-01-07,10542.88
2024-01-15,57237-0081-01,Metoprolol 25mg,14846,4500,0,0,False,2025-07-09,63986.26
2024-01-15,57237-0082-01,Metoprolol 50mg,7198,3900,0,0,False,2025-07-09,3814.94
2024-01-15,57237-0091-01,Sertraline 50mg,25770,3390,0,0,False,2025-07-02,13142.7
2024-01-15,57237-0092-01,Sertraline 100mg,17760,3210,0,0,False,2024-12-31,48840.0
2024-01-15,57237-0101-01,Escitalopram 10mg,23040,3930,0,0,False,2025-12-31,76262.4
2024-01-15,57237-0111-01,Bupropion SR 150mg,10228,3690,0,0,False,2025-07-09,6443.64
2024-01-15,57237-0121-01,Hydrochlorothiazide 25mg,12432,4020,0,0,False,2025-07-09,5345.76
2024-01-15,57237-0131-01,Furosemide 40mg,21000,3390,0,0,False,2025-12-31,78750.0
2024-01-15,57237-0141-01,Carvedilol 6.25mg,16380,3930,0,0,False,2025-07-02,65356.2
2024-01-15,57237-0151-01,Pantoprazole 40mg,9825,5220,0,0,False,2026-01-07,25839.75
2024-01-15,57237-0161-01,Montelukast 10mg,15105,2790,11865,0,False,2026-01-14,5890.95
2024-01-15,57237-0171-01,Glipizide 5mg,18540,2910,0,0,False,2025-07-02,20208.6
2024-01-15,57237-0181-01,Tamsulosin 0.4mg,14730,2070,0,0,False,2024-12-31,65253.9
2024-01-15,57237-0191-01,Alendronate 70mg,1224,272,0,0,False,2025-07-02,4785.84
2024-01-15,57237-0201-01,Amoxicillin 500mg,7461,882,0,0,False,2026-01-07,9773.91
2024-01-15,57237-0202-01,Amoxicillin 875mg,2016,474,0,0,False,2025-01-07,7600.32
2024-01-15,57237-0211-01,Azithromycin 250mg,624,198,0,0,False,2025-01-07,1073.28
2024-01-15,57237-0221-01,Albuterol Inhaler,309,99,0,0,False,2026-01-07,939.36
2024-01-15,57237-0231-01,Oseltamivir 75mg,1065,270,0,0,False,2026-01-07,4494.3
2024-01-15,57237-0241-01,Cetirizine 10mg,14749,2760,0,0,False,2026-01-07,5899.6
2024-01-15,57237-0242-01,Loratadine 10mg,23250,2580,0,0,False,2025-12-31,19530.0
2024-01-15,57237-0243-01,Fexofenadine 180mg,17220,1590,0,0,False,2025-07-02,19975.2
2024-01-15,57237-0251-01,Fluticasone Nasal 50mcg,137,30,0,0,False,2025-12-31,241.12
2024-01-15,57237-0261-01,Prednisone 20mg,923,450,785,0,False,2025-01-14,2879.76
2024-01-15,57237-0271-01,Doxycycline 100mg,2170,539,1785,0,False,2025-01-14,6748.7
2024-01-15,57237-0281-01,Cephalexin 500mg,1908,680,0,0,False,2025-01-07,2079.72
2024-01-15,57237-0291-01,Trimethoprim/Sulfa DS,1004,318,0,0,False,2025-07-02,3654.56
2024-01-15,57237-0301-01,Promethazine 25mg,3851,520,2695,0,False,2025-01-14,4852.26
2024-01-15,57237-0311-01,Ondansetron 4mg,1880,513,0,0,False,2026-01-07,7745.6
2024-01-15,57237-0401-01,Ibuprofen 600mg,12750,3000,0,0,False,2025-07-02,50362.5
2024-01-15,57237-0402-01,Ibuprofen 800mg,6238,1620,0,0,False,2025-07-09,6362.76
2024-01-15,57237-0411-01,Cyclobenzaprine 10mg,3825,705,0,0,False,2025-12-31,6999.75
2024-01-15,57237-0421-01,Tramadol 50mg,7015,1650,0,0,False,2025-07-09,14801.65
2024-01-15,57237-0431-01,Oxycodone/APAP 5/325mg,2110,520,0,0,False,2025-12-31,1477.0
2024-01-15,57237-0441-01,Methylprednisolone 4mg,5135,756,3581,0,False,2025-07-16,13145.6
2024-01-15,57237-0451-01,Clonazepam 0.5mg,5597,1920,0,0,False,2025-07-09,18917.86
2024-01-15,57237-0461-01,Alprazolam 0.5mg,7352,990,6422,0,False,2025-07-16,29775.6
2024-01-15,57237-0471-01,Zolpidem 10mg,6982,960,4792,0,False,2025-01-14,11729.76
2024-01-15,57237-0481-01,Hydroxyzine 25mg,7140,2100,0,0,False,2024-12-31,16636.2
2024-01-15,57237-0491-01,Linaclotide 145mcg,3667,1200,0,0,False,2025-01-07,12541.14
2024-01-15,57237-0501-01,Insulin Glargine U-100,281,68,0,0,False,2024-12-31,213.56
2024-01-15,57237-0511-01,Insulin Aspart U-100,145,25,104,0,False,2025-07-16,519.1
2024-01-15,57237-0521-01,Methotrexate 2.5mg,388,108,0,0,False,2025-07-09,1055.36
2024-01-15,57237-0531-01,Allopurinol 300mg,11520,2430,0,0,False,2025-07-02,20390.4
2024-01-15,57237-0541-01,Colchicine 0.6mg,6180,1170,0,0,False,2025-12-31,14955.6
2024-01-15,57237-0551-01,Finasteride 5mg,9960,2190,0,0,False,2024-12-31,38644.8
2024-01-15,57237-0561-01,Sildenafil 50mg,2934,324,0,0,False,2024-12-31,9066.06
2024-01-15,57237-0571-01,Topiramate 25mg,4913,870,0,0,False,2026-01-07,15181.17
2024-01-15,57237-0581-01,Quetiapine 25mg,11009,1980,0,0,False,2026-01-07,37430.6
2024-01-15,57237-0591-01,Aripiprazole 10mg,2070,540,0,0,False,2025-07-02,3270.6
2024-01-15,57237-0601-01,Duloxetine 30mg,5905,2280,0,0,False,2025-07-09,11810.0
2024-01-15,57237-0611-01,Venlafaxine ER 75mg,13170,1410,0,0,False,2025-12-31,1185.3
2024-01-15,57237-0621-01,Memantine 10mg,10114,990,8764,0,False,2025-07-16,39950.3
2024-01-15,57237-0631-01,Donepezil 10mg,2820,780,0,0,False,2024-12-31,12351.6
2024-01-15,57237-0641-01,Rosuvastatin 20mg,20970,2490,0,0,False,2024-12-31,48650.4
2024-01-15,57237-0651-01,Ezetimibe 10mg,13320,1530,0,0,False,2025-07-02,52347.6
2024-01-15,57237-0661-01,Clopidogrel 75mg,14749,3510,0,0,False,2026-01-07,56046.2
2024-01-15,57237-0671-01,Warfarin 5mg,12840,1860,0,0,False,2024-12-31,35566.8
2024-01-15,57237-0681-01,Rivaroxaban 20mg,10980,1380,0,0,False,2024-12-31,18995.4
2024-01-15,57237-0691-01,Apixaban 5mg,26526,1800,22506,0,False,2026-01-14,65253.96
2024-01-15,57237-0701-01,Spironolactone 25mg,6111,1950,5481,0,False,2026-01-14,25299.54
2024-01-15,57237-0711-01,Clindamycin 300mg,1813,693,0,0,False,2024-12-31,2737.63
2024-01-15,57237-0721-01,Nitrofurantoin 100mg,1226,252,925,0,False,2025-07-16,698.82
2024-01-15,57237-0731-01,Ciprofloxacin 500mg,918,240,0,0,False,2025-07-02,3635.28
2024-01-15,57237-0741-01,Metronidazole 500mg,1582,406,0,0,False,2024-12-31,1803.48
2024-01-15,57237-0751-01,Valacyclovir 500mg,935,400,776,0,False,2025-01-14,3702.6
2024-01-15,57237-0761-01,Acyclovir 400mg,2616,324,0,0,False,2025-07-02,1203.36
2024-01-15,57237-0771-01,Fluconazole 150mg,42,15,0,0,False,2025-12-31,154.98
2024-01-15,57237-0781-01,Nystatin Oral Susp,44,11,0,0,False,2024-12-31,152.24
